allele_count,chi_pr_values,chrom,fisher_p_n_homo_geq,fisher_p_n_homo_leq,fisher_p_two_sided,fisher_pr_values,num_heterozygotes,num_homozygotes,pos
2,,43,0,0,0,0,2,0,14
13,,43,0,0,0,0,13,0,15
26,,43,0,0,0,0,26,0,25
2,,44,0,0,0,0,2,0,1
19,,44,0,0,0,0,19,0,19
8,,44,0,0,0,0,8,0,22
101,0.0,45,0,0,0,0,93,4,22
2,,45,0,0,0,0,2,0,23
3,,46,0,0,0,0,3,0,4
57,0.0,46,0,0,0,0,55,1,16
2,,47,0,0,0,0,2,0,18
23,,47,0,0,0,0,23,0,24
30,,47,0,0,0,0,30,0,25
6,,48,0,0,0,0,6,0,9
15,,48,0,0,0,0,15,0,23
13,,49,0,0,0,0,13,0,3
5,,49,0,0,0,0,5,0,21
10,,49,0,0,0,0,10,0,22
51,0.0,50,0,0,0,0,49,1,2
2,,50,0,0,0,0,2,0,6
11,,50,0,0,0,0,11,0,9
22,0.0,50,0,0,0,0,20,1,10
17,,50,0,0,0,0,17,0,21
3,,51,0,0,0,0,3,0,3
8,,51,0,0,0,0,8,0,6
27,,52,0,0,0,0,27,0,1
17,,52,0,0,0,0,17,0,5
27,,52,0,0,0,0,27,0,7
34,0.0,52,0,0,0,0,30,2,7
21,,52,0,0,0,0,21,0,13
13,,53,0,0,0,0,13,0,4
44,0.0,53,0,0,0,0,42,1,26
8,,54,0,0,0,0,8,0,3
100,0.0,54,0,0,0,0,92,4,13
7,,54,0,0,0,0,7,0,13
2,,54,0,0,0,0,2,0,13
11,,55,0,0,0,0,11,0,8
18,,55,0,0,0,0,18,0,20
41,,56,0,0,0,0,41,0,14
6,,56,0,0,0,0,6,0,14
24,,56,0,0,0,0,24,0,17
34,0.0,56,0,0,0,0,32,1,18
55,0.0,56,0,0,0,0,51,2,26
21,,57,0,0,0,0,21,0,8
12,,57,0,0,0,0,12,0,17
9,,57,0,0,0,0,9,0,22
5,,58,0,0,0,0,5,0,3
24,,58,0,0,0,0,24,0,5
3,,58,0,0,0,0,3,0,22
4,,59,0,0,0,0,4,0,5
12,,59,0,0,0,0,12,0,25
2,,59,0,0,0,0,2,0,26
4,,60,0,0,0,0,4,0,11
3,,60,0,0,0,0,3,0,11
38,0.0,61,0,0,0,0,32,3,11
2,,61,0,0,0,0,2,0,15
2,,61,0,0,0,0,2,0,18
3,,61,0,0,0,0,3,0,20
28,0.0,61,0,0,0,0,26,1,26
11,,62,0,0,0,0,11,0,14
12,,62,0,0,0,0,12,0,16
4,,62,0,0,0,0,4,0,18
4,,62,0,0,0,0,4,0,21
5,,63,0,0,0,0,5,0,13
2,,63,0,0,0,0,2,0,18
15,,63,0,0,0,0,15,0,22
11,,63,0,0,0,0,11,0,23
6,,63,0,0,0,0,6,0,26
7,,64,0,0,0,0,7,0,17
16,,64,0,0,0,0,16,0,19
32,0.0,64,0,0,0,0,30,1,22
8,0.0,66,0,0,0,0,6,1,4
2,,66,0,0,0,0,2,0,5
2,,66,0,0,0,0,2,0,6
93,0.0,66,0,0,0,0,81,6,7
24,,66,0,0,0,0,24,0,24
19,,67,0,0,0,0,19,0,4
10,,67,0,0,0,0,10,0,5
10,,67,0,0,0,0,10,0,11
3,,67,0,0,0,0,3,0,22
7,,68,0,0,0,0,7,0,12
3,,68,0,0,0,0,3,0,24
7,,69,0,0,0,0,7,0,21
12,0.0,69,0,0,0,0,10,1,22
4,,70,0,0,0,0,4,0,13
35,0.0,70,0,0,0,0,33,1,24
2,,70,0,0,0,0,2,0,24
18,0.0,70,0,0,0,0,16,1,26
2,,71,0,0,0,0,2,0,7
5,,71,0,0,0,0,5,0,13
7,,71,0,0,0,0,7,0,18
111,0.0,71,0,0,0,0,95,8,23
76,0.0,72,0,0,0,0,74,1,7
10,,72,0,0,0,0,10,0,11
7,,72,0,0,0,0,7,0,16
13,,72,0,0,0,0,13,0,25
2,,73,0,0,0,0,2,0,8
2,,73,0,0,0,0,2,0,15
3,,73,0,0,0,0,3,0,17
3,,73,0,0,0,0,3,0,23
58,,74,0,0,0,0,58,0,5
19,,74,0,0,0,0,19,0,10
3,,74,0,0,0,0,3,0,25
20,,74,0,0,0,0,20,0,25
10,,75,0,0,0,0,10,0,5
8,,76,0,0,0,0,8,0,1
5,,76,0,0,0,0,5,0,5
8,,76,0,0,0,0,8,0,11
23,0.0,76,0,0,0,0,21,1,15
3,,76,0,0,0,0,3,0,20
4,,77,0,0,0,0,4,0,2
13,,77,0,0,0,0,13,0,16
4,,77,0,0,0,0,4,0,23
4,,78,0,0,0,0,4,0,4
6,,78,0,0,0,0,6,0,6
46,,78,0,0,0,0,46,0,9
3,,78,0,0,0,0,3,0,12
4,,78,0,0,0,0,4,0,21
9,,79,0,0,0,0,9,0,5
15,,79,0,0,0,0,15,0,8
5,,79,0,0,0,0,5,0,20
9,,79,0,0,0,0,9,0,23
4,,79,0,0,0,0,4,0,26
2,,80,0,0,0,0,2,0,13
6,,80,0,0,0,0,6,0,15
3,,80,0,0,0,0,3,0,18
3,,81,0,0,0,0,3,0,5
181,0.0,81,0,0,0,0,151,15,11
21,,81,0,0,0,0,21,0,17
11,,82,0,0,0,0,11,0,14
37,,82,0,0,0,0,37,0,26
9,,83,0,0,0,0,9,0,6
2,,83,0,0,0,0,2,0,14
6,,83,0,0,0,0,6,0,24
7,,84,0,0,0,0,7,0,2
2,,85,0,0,0,0,2,0,2
8,,85,0,0,0,0,8,0,12
33,,85,0,0,0,0,33,0,14
30,0.0,85,0,0,0,0,28,1,15
30,0.0,85,0,0,0,0,28,1,21
6,,86,0,0,0,0,6,0,11
4,,86,0,0,0,0,4,0,14
4,,86,0,0,0,0,4,0,15
4,,86,0,0,0,0,4,0,23
16,,87,0,0,0,0,16,0,11
24,0.0,87,0,0,0,0,22,1,16
61,0.0,87,0,0,0,0,57,2,20
4,,88,0,0,0,0,4,0,3
2,,88,0,0,0,0,2,0,3
11,,88,0,0,0,0,11,0,8
37,,88,0,0,0,0,37,0,10
4,,88,0,0,0,0,4,0,13
6,,88,0,0,0,0,6,0,15
9,,88,0,0,0,0,9,0,23
3,,89,0,0,0,0,3,0,5
13,,89,0,0,0,0,13,0,9
3,,89,0,0,0,0,3,0,13
15,,89,0,0,0,0,15,0,16
5,,89,0,0,0,0,5,0,25
4,,90,0,0,0,0,4,0,1
3,,90,0,0,0,0,3,0,15
8,0.0,90,0,0,0,0,6,1,26
28,,91,0,0,0,0,28,0,2
8,,91,0,0,0,0,8,0,14
13,,91,0,0,0,0,13,0,24
2,,92,0,0,0,0,2,0,19
6,,93,0,0,0,0,6,0,2
52,0.0,93,0,0,0,0,48,2,3
25,,93,0,0,0,0,25,0,9
27,,94,0,0,0,0,27,0,21
5,,95,0,0,0,0,5,0,4
6,0.0,95,0,0,0,0,4,1,15
11,,95,0,0,0,0,11,0,18
29,,95,0,0,0,0,29,0,26
2,,96,0,0,0,0,2,0,10
20,,96,0,0,0,0,20,0,19
59,0.0,97,0,0,0,0,55,2,3
157,0.0,97,0,0,0,0,123,17,9
7,,97,0,0,0,0,7,0,21
35,0.0,97,0,0,0,0,33,1,23
2,,97,0,0,0,0,2,0,23
2,,97,0,0,0,0,2,0,24
2,,97,0,0,0,0,2,0,26
4,,98,0,0,0,0,4,0,6
27,,98,0,0,0,0,27,0,9
55,0.0,98,0,0,0,0,51,2,13
15,,98,0,0,0,0,15,0,19
36,,99,0,0,0,0,36,0,7
3,,99,0,0,0,0,3,0,7
6,,100,0,0,0,0,6,0,1
14,,100,0,0,0,0,14,0,8
40,0.0,101,0,0,0,0,38,1,19
22,0.0,101,0,0,0,0,20,1,20
6,,102,0,0,0,0,6,0,6
4,,102,0,0,0,0,4,0,8
10,,102,0,0,0,0,10,0,14
10,,103,0,0,0,0,10,0,10
18,,103,0,0,0,0,18,0,12
6,,104,0,0,0,0,6,0,13
3,,104,0,0,0,0,3,0,17
16,0.0,104,0,0,0,0,14,1,23
11,,105,0,0,0,0,11,0,4
2,,105,0,0,0,0,2,0,5
23,,105,0,0,0,0,23,0,10
15,,105,0,0,0,0,15,0,14
7,,105,0,0,0,0,7,0,25
2,,106,0,0,0,0,2,0,14
7,,107,0,0,0,0,7,0,19
18,,107,0,0,0,0,18,0,22
13,,107,0,0,0,0,13,0,24
10,,108,0,0,0,0,10,0,17
4,,108,0,0,0,0,4,0,24
5,,109,0,0,0,0,5,0,3
5,,109,0,0,0,0,5,0,26
2,,110,0,0,0,0,2,0,4
4,,110,0,0,0,0,4,0,8
2,,110,0,0,0,0,2,0,8
2,,110,0,0,0,0,2,0,11
144,0.0,110,0,0,0,0,126,9,15
32,,110,0,0,0,0,32,0,19
11,,110,0,0,0,0,11,0,24
2,,111,0,0,0,0,2,0,4
6,,111,0,0,0,0,6,0,15
3,,111,0,0,0,0,3,0,16
4,,111,0,0,0,0,4,0,16
29,,111,0,0,0,0,29,0,18
27,0.0,112,0,0,0,0,25,1,9
18,,112,0,0,0,0,18,0,9
6,,113,0,0,0,0,6,0,8
26,0.0,113,0,0,0,0,24,1,10
11,,113,0,0,0,0,11,0,20
2,,113,0,0,0,0,2,0,24
41,,114,0,0,0,0,41,0,2
5,,114,0,0,0,0,5,0,15
18,0.0,115,0,0,0,0,16,1,4
21,,115,0,0,0,0,21,0,5
8,,115,0,0,0,0,8,0,22
39,,116,0,0,0,0,39,0,5
2,,116,0,0,0,0,2,0,13
6,,117,0,0,0,0,6,0,1
13,,117,0,0,0,0,13,0,3
7,,117,0,0,0,0,7,0,3
3,,117,0,0,0,0,3,0,6
2,,117,0,0,0,0,2,0,22
8,,118,0,0,0,0,8,0,21
2,,118,0,0,0,0,2,0,23
64,0.0,119,0,0,0,0,58,3,2
2,,119,0,0,0,0,2,0,6
10,,119,0,0,0,0,10,0,10
6,,119,0,0,0,0,6,0,21
5,,120,0,0,0,0,5,0,3
3,,120,0,0,0,0,3,0,23
3,,121,0,0,0,0,3,0,9
23,,121,0,0,0,0,23,0,26
2,,122,0,0,0,0,2,0,8
189,0.0,123,0,0,0,0,157,16,7
21,,123,0,0,0,0,21,0,21
10,,124,0,0,0,0,10,0,8
18,,124,0,0,0,0,18,0,12
10,,124,0,0,0,0,10,0,25
8,,125,0,0,0,0,8,0,6
26,0.0,126,0,0,0,0,24,1,6
6,,126,0,0,0,0,6,0,12
2,,126,0,0,0,0,2,0,14
4,,126,0,0,0,0,4,0,22
2,,127,0,0,0,0,2,0,10
51,0.0,127,0,0,0,0,45,3,13
104,0.0,127,0,0,0,0,90,7,15
4,,127,0,0,0,0,4,0,24
2,,128,0,0,0,0,2,0,6
8,,128,0,0,0,0,8,0,18
3,,129,0,0,0,0,3,0,5
11,,129,0,0,0,0,11,0,7
3,,129,0,0,0,0,3,0,15
4,,129,0,0,0,0,4,0,24
6,,130,0,0,0,0,6,0,24
31,,131,0,0,0,0,31,0,5
2,,131,0,0,0,0,2,0,5
5,,131,0,0,0,0,5,0,7
44,,131,0,0,0,0,44,0,15
2,,131,0,0,0,0,2,0,18
2,,131,0,0,0,0,2,0,18
4,,132,0,0,0,0,4,0,19
4,,132,0,0,0,0,4,0,23
19,,132,0,0,0,0,19,0,25
2,,132,0,0,0,0,2,0,25
15,0.0,133,0,0,0,0,13,1,4
14,,133,0,0,0,0,14,0,4
4,,133,0,0,0,0,4,0,9
15,,134,0,0,0,0,15,0,4
84,0.0,134,0,0,0,0,78,3,8
2,,134,0,0,0,0,2,0,9
3,,134,0,0,0,0,3,0,17
74,0.0,134,0,0,0,0,68,3,22
6,,134,0,0,0,0,6,0,26
3,,135,0,0,0,0,3,0,23
2,,135,0,0,0,0,2,0,25
13,0.0,136,0,0,0,0,11,1,2
4,,136,0,0,0,0,4,0,5
2,,136,0,0,0,0,2,0,22
9,,136,0,0,0,0,9,0,26
9,,137,0,0,0,0,9,0,2
2,,137,0,0,0,0,2,0,15
25,,137,0,0,0,0,25,0,18
4,,137,0,0,0,0,4,0,19
36,,137,0,0,0,0,36,0,23
7,,138,0,0,0,0,7,0,4
2,,138,0,0,0,0,2,0,11
17,,138,0,0,0,0,17,0,17
3,,138,0,0,0,0,3,0,23
4,,139,0,0,0,0,4,0,23
14,,140,0,0,0,0,14,0,1
2,,140,0,0,0,0,2,0,5
12,,140,0,0,0,0,12,0,10
2,,141,0,0,0,0,2,0,3
5,,141,0,0,0,0,5,0,16
271,0.0,142,0,0,0,0,185,43,13
10,,142,0,0,0,0,10,0,20
6,,143,0,0,0,0,6,0,12
10,,143,0,0,0,0,10,0,14
29,,144,0,0,0,0,29,0,6
3,,144,0,0,0,0,3,0,6
23,,144,0,0,0,0,23,0,14
2,,144,0,0,0,0,2,0,21
5,,144,0,0,0,0,5,0,24
17,,145,0,0,0,0,17,0,1
7,,145,0,0,0,0,7,0,1
2,,145,0,0,0,0,2,0,8
17,,145,0,0,0,0,17,0,11
50,0.0,145,0,0,0,0,46,2,21
4,,145,0,0,0,0,4,0,21
2,,145,0,0,0,0,2,0,25
75,0.0,146,0,0,0,0,71,2,3
87,0.0,146,0,0,0,0,77,5,3
6,,146,0,0,0,0,6,0,8
10,,146,0,0,0,0,10,0,8
12,,146,0,0,0,0,12,0,15
41,,146,0,0,0,0,41,0,20
25,,146,0,0,0,0,25,0,23
17,,147,0,0,0,0,17,0,7
2,,147,0,0,0,0,2,0,8
32,0.0,148,0,0,0,0,30,1,3
3,,148,0,0,0,0,3,0,14
34,0.0,148,0,0,0,0,32,1,17
26,0.0,148,0,0,0,0,24,1,18
16,,148,0,0,0,0,16,0,20
6,,148,0,0,0,0,6,0,21
17,,149,0,0,0,0,17,0,9
25,,149,0,0,0,0,25,0,13
8,,149,0,0,0,0,8,0,25
71,0.0,150,0,0,0,0,63,4,1
20,,150,0,0,0,0,20,0,14
25,,150,0,0,0,0,25,0,26
43,0.0,151,0,0,0,0,41,1,5
5,,151,0,0,0,0,5,0,12
105,0.0,151,0,0,0,0,87,9,15
8,,151,0,0,0,0,8,0,20
8,,151,0,0,0,0,8,0,25
4,,152,0,0,0,0,4,0,1
8,,152,0,0,0,0,8,0,5
17,0.0,152,0,0,0,0,15,1,6
9,,152,0,0,0,0,9,0,9
4,,152,0,0,0,0,4,0,12
12,,153,0,0,0,0,12,0,4
10,,153,0,0,0,0,10,0,22
7,,153,0,0,0,0,7,0,22
2,,153,0,0,0,0,2,0,26
41,0.0,154,0,0,0,0,39,1,3
2,,154,0,0,0,0,2,0,19
13,,155,0,0,0,0,13,0,3
213,0.0,155,0,0,0,0,151,31,6
20,0.0,155,0,0,0,0,18,1,20
2,,156,0,0,0,0,2,0,3
12,,156,0,0,0,0,12,0,5
30,,156,0,0,0,0,30,0,12
11,,156,0,0,0,0,11,0,15
2,,156,0,0,0,0,2,0,19
12,,156,0,0,0,0,12,0,26
2,,157,0,0,0,0,2,0,1
30,0.0,157,0,0,0,0,28,1,2
2,,157,0,0,0,0,2,0,18
7,,158,0,0,0,0,7,0,9
3,,158,0,0,0,0,3,0,15
4,,158,0,0,0,0,4,0,16
11,,158,0,0,0,0,11,0,22
2,,160,0,0,0,0,2,0,3
8,0.0,160,0,0,0,0,6,1,11
8,,160,0,0,0,0,8,0,17
51,0.0,160,0,0,0,0,47,2,18
8,,160,0,0,0,0,8,0,19
44,0.0,161,0,0,0,0,40,2,2
27,,161,0,0,0,0,27,0,22
19,0.0,161,0,0,0,0,17,1,25
13,,162,0,0,0,0,13,0,3
36,,162,0,0,0,0,36,0,6
6,,162,0,0,0,0,6,0,8
2,,163,0,0,0,0,2,0,6
3,,163,0,0,0,0,3,0,8
6,,163,0,0,0,0,6,0,25
21,0.0,163,0,0,0,0,17,2,25
13,,163,0,0,0,0,13,0,26
2,,164,0,0,0,0,2,0,4
28,,164,0,0,0,0,28,0,17
4,,164,0,0,0,0,4,0,19
2,,164,0,0,0,0,2,0,22
22,,165,0,0,0,0,22,0,6
7,,165,0,0,0,0,7,0,19
2,,165,0,0,0,0,2,0,22
4,,165,0,0,0,0,4,0,26
5,,166,0,0,0,0,5,0,19
8,,167,0,0,0,0,8,0,1
17,,167,0,0,0,0,17,0,15
14,0.0,167,0,0,0,0,12,1,16
5,,167,0,0,0,0,5,0,24
41,,168,0,0,0,0,41,0,5
70,0.0,168,0,0,0,0,68,1,12
2,,168,0,0,0,0,2,0,25
2,,169,0,0,0,0,2,0,6
3,,169,0,0,0,0,3,0,13
25,0.0,170,0,0,0,0,23,1,5
135,0.0,170,0,0,0,0,123,6,9
2,,170,0,0,0,0,2,0,9
2,,170,0,0,0,0,2,0,13
5,,170,0,0,0,0,5,0,16
39,0.0,170,0,0,0,0,33,3,17
11,,170,0,0,0,0,11,0,21
6,,170,0,0,0,0,6,0,24
19,,171,0,0,0,0,19,0,2
3,,171,0,0,0,0,3,0,4
11,,171,0,0,0,0,11,0,7
75,0.0,171,0,0,0,0,65,5,8
21,,171,0,0,0,0,21,0,24
4,,172,0,0,0,0,4,0,6
2,,172,0,0,0,0,2,0,9
4,,172,0,0,0,0,4,0,16
2,,172,0,0,0,0,2,0,19
3,,173,0,0,0,0,3,0,8
3,,173,0,0,0,0,3,0,23
20,,174,0,0,0,0,20,0,4
12,,174,0,0,0,0,12,0,12
18,0.0,174,0,0,0,0,16,1,20
69,0.0,175,0,0,0,0,61,4,1
32,,175,0,0,0,0,32,0,3
14,,175,0,0,0,0,14,0,11
11,,175,0,0,0,0,11,0,22
79,0.0,175,0,0,0,0,69,5,26
6,,175,0,0,0,0,6,0,26
6,,176,0,0,0,0,6,0,3
12,,176,0,0,0,0,12,0,11
15,0.0,176,0,0,0,0,13,1,14
13,,176,0,0,0,0,13,0,20
5,,177,0,0,0,0,5,0,2
26,0.0,177,0,0,0,0,24,1,8
57,0.0,177,0,0,0,0,55,1,9
21,0.0,177,0,0,0,0,19,1,9
4,,177,0,0,0,0,4,0,9
7,,178,0,0,0,0,7,0,11
17,,178,0,0,0,0,17,0,13
31,0.0,179,0,0,0,0,29,1,12
2,,180,0,0,0,0,2,0,2
15,,180,0,0,0,0,15,0,5
14,,180,0,0,0,0,14,0,5
8,,180,0,0,0,0,8,0,8
13,,181,0,0,0,0,13,0,21
5,,182,0,0,0,0,5,0,10
10,,182,0,0,0,0,10,0,12
35,,182,0,0,0,0,35,0,15
57,0.0,182,0,0,0,0,51,3,22
7,,182,0,0,0,0,7,0,23
19,,183,0,0,0,0,19,0,12
28,0.0,183,0,0,0,0,24,2,13
17,0.0,183,0,0,0,0,15,1,13
2,,183,0,0,0,0,2,0,15
6,,184,0,0,0,0,6,0,12
9,,184,0,0,0,0,9,0,14
3,,184,0,0,0,0,3,0,25
49,0.0,185,0,0,0,0,43,3,8
23,,185,0,0,0,0,23,0,19
12,,185,0,0,0,0,12,0,22
24,,185,0,0,0,0,24,0,23
12,,186,0,0,0,0,12,0,1
20,,186,0,0,0,0,20,0,8
8,,186,0,0,0,0,8,0,11
18,,186,0,0,0,0,18,0,18
59,0.0,186,0,0,0,0,55,2,26
23,,187,0,0,0,0,23,0,4
11,,187,0,0,0,0,11,0,15
104,0.0,187,0,0,0,0,98,3,16
6,,187,0,0,0,0,6,0,26
26,,188,0,0,0,0,26,0,26
5,,188,0,0,0,0,5,0,26
19,,189,0,0,0,0,19,0,2
36,0.0,189,0,0,0,0,32,2,8
4,,189,0,0,0,0,4,0,15
3,,189,0,0,0,0,3,0,18
99,0.0,189,0,0,0,0,83,8,22
12,,190,0,0,0,0,12,0,5
3,,190,0,0,0,0,3,0,10
15,,190,0,0,0,0,15,0,25
8,,191,0,0,0,0,8,0,5
17,,191,0,0,0,0,17,0,17
11,,191,0,0,0,0,11,0,18
5,,191,0,0,0,0,5,0,22
7,,191,0,0,0,0,7,0,25
7,,192,0,0,0,0,7,0,17
31,,192,0,0,0,0,31,0,25
2,,192,0,0,0,0,2,0,25
70,0.0,193,0,0,0,0,64,3,11
8,,194,0,0,0,0,8,0,11
7,,195,0,0,0,0,7,0,9
11,,195,0,0,0,0,11,0,16
10,,195,0,0,0,0,10,0,20
2,,195,0,0,0,0,2,0,25
13,,196,0,0,0,0,13,0,9
2,,196,0,0,0,0,2,0,15
9,,196,0,0,0,0,9,0,26
4,,197,0,0,0,0,4,0,14
22,,197,0,0,0,0,22,0,15
2,,197,0,0,0,0,2,0,16
4,,198,0,0,0,0,4,0,1
5,,198,0,0,0,0,5,0,7
20,0.0,198,0,0,0,0,18,1,12
4,,198,0,0,0,0,4,0,15
8,,199,0,0,0,0,8,0,25
3,,200,0,0,0,0,3,0,7
28,,200,0,0,0,0,28,0,20
19,,200,0,0,0,0,19,0,22
18,0.0,201,0,0,0,0,16,1,6
2,,201,0,0,0,0,2,0,9
14,,201,0,0,0,0,14,0,11
86,0.0,201,0,0,0,0,78,4,16
148,0.0,201,0,0,0,0,130,9,16
2,,201,0,0,0,0,2,0,18
2,,202,0,0,0,0,2,0,5
5,,202,0,0,0,0,5,0,11
7,0.0,203,0,0,0,0,5,1,1
21,,203,0,0,0,0,21,0,2
21,,203,0,0,0,0,21,0,12
31,0.0,203,0,0,0,0,29,1,21
2,,204,0,0,0,0,2,0,1
4,,204,0,0,0,0,4,0,12
38,,204,0,0,0,0,38,0,17
29,0.0,204,0,0,0,0,27,1,21
5,,205,0,0,0,0,5,0,9
15,,205,0,0,0,0,15,0,26
6,,206,0,0,0,0,6,0,6
10,,206,0,0,0,0,10,0,7
3,,206,0,0,0,0,3,0,13
4,,206,0,0,0,0,4,0,19
3,,207,0,0,0,0,3,0,1
7,0.0,207,0,0,0,0,5,1,8
3,,207,0,0,0,0,3,0,9
131,0.0,207,0,0,0,0,115,8,20
2,,207,0,0,0,0,2,0,22
4,,207,0,0,0,0,4,0,24
7,,208,0,0,0,0,7,0,13
2,,208,0,0,0,0,2,0,18
10,,208,0,0,0,0,10,0,21
10,,208,0,0,0,0,10,0,26
5,,209,0,0,0,0,5,0,12
11,,209,0,0,0,0,11,0,21
15,,210,0,0,0,0,15,0,5
14,,210,0,0,0,0,14,0,7
2,,210,0,0,0,0,2,0,16
4,,210,0,0,0,0,4,0,26
37,,211,0,0,0,0,37,0,17
16,,211,0,0,0,0,16,0,20
