chrom,pos,allele_count,num_heterozygotes,num_homozygotes,chi_pr_values,fisher_pr_values,fisher_p_n_homo_leq,fisher_p_n_homo_geq,fisher_p_two_sided
130,15,5,5,0,0.9937069130460606,0.9900050501855918,0.9900050501855918,1.0,1.0
130,16,98,86,6,0.8322068037276464,0.15162800579207925,0.8158052918208261,0.33582271397125324,0.4560714147050233
134,17,18,16,1,0.10565192437094274,0.1355439561302625,0.9913312869919197,0.14421266913834274,0.14421266913834274
135,9,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
139,17,446,250,98,0.9657794705164277,0.07008382919604213,0.4400992075311883,0.6299846216648537,0.8563894912777179
139,18,43,43,0,0.6036728057654348,0.38930563383066125,0.38930563383066125,0.9999999999999999,0.9999999999999999
143,26,83,79,2,0.6975388135369394,0.1918469381323333,0.31546597164354184,0.8763809664887915,0.5616705146557098
144,3,9,9,0,0.9795916474111371,0.9643422104399139,0.9643422104399139,1.0,1.0
144,23,27,25,1,0.557014278056434,0.25816214843964136,0.9554206006355959,0.30274154780404544,0.30274154780404544
146,16,65,61,2,0.9965793293619609,0.2879564567809473,0.6537356723884789,0.6342207843924687,1.0000000000000002
146,23,48,40,4,0.020560224976602048,0.0177482240689423,0.9965422245744973,0.02120599949444498,0.02120599949444498
148,2,237,193,22,0.3223394372553683,0.03346748236776891,0.08507808561177042,0.9483893967559985,0.17279779345037022
149,6,80,72,4,0.8885650258056709,0.19196608433953774,0.8005588434423615,0.3914072408971764,0.5442376006114056
150,20,73,65,4,0.6774105939722309,0.15201787870427516,0.8884762235607382,0.2635416551435369,0.3221830342017971
152,1,47,43,2,0.6705115976816061,0.20832483151533146,0.9129957063963055,0.29532912511902587,0.29532912511902587
155,17,63,53,5,0.07357084115090655,0.028456794058995868,0.9908228133977707,0.03763398066122525,0.03763398066122525
157,13,94,84,5,0.9543719235172307,0.1862427527042368,0.7359209584314917,0.4503217942727451,0.7905724449755365
158,5,56,52,2,0.9354008178592551,0.2715525225557113,0.8057411163016681,0.4658114062540432,0.6614607265972126
159,19,325,243,41,0.055055787809263415,0.004597544196854674,0.010514869495321181,0.9940826747015332,0.018913251815990274
160,19,336,218,59,0.8773565304352247,0.06894029421607482,0.7378304706846796,0.33110982353139556,0.616676451349828
161,16,53,49,2,0.8686886018320383,0.25480265444206607,0.8471021167019255,0.4077005377401407,0.6410779863702346
162,17,5,5,0,0.9937069130460606,0.9900050501855918,0.9900050501855918,1.0,1.0
163,26,21,21,0,0.8913389087836135,0.807016884152161,0.807016884152161,0.9999999999999999,0.9999999999999999
164,7,90,78,6,0.567285018152776,0.10864027061765556,0.9083148664668452,0.2003254041508104,0.2720048231795761
165,18,11,11,0,0.9695466924909625,0.9459319426749386,0.9459319426749386,1.0,1.0
169,1,125,99,13,0.10545516552118608,0.018183864911645326,0.9870161651399141,0.03116769977173115,0.039856867721005766
171,1,5,5,0,0.9937069130460606,0.9900050501855918,0.9900050501855918,1.0,1.0
171,15,3,3,0,0.9977389989283943,0.996996996996997,0.996996996996997,1.0,1.0
172,5,5,5,0,0.9937069130460606,0.9900050501855918,0.9900050501855918,1.0,1.0
173,5,13,13,0,0.9575567428969232,0.9240496937748675,0.9240496937748675,0.9999999999999999,0.9999999999999999
173,13,78,78,0,0.16708795205433796,0.03842206086401549,0.03842206086401549,1.0000000000000002,0.06096512677898804
176,6,271,193,39,0.8753487069359946,0.07717314072276388,0.7442994276641522,0.33287371305861135,0.6504792909861712
176,12,7,7,0,0.9876535331294505,0.9790842943970669,0.9790842943970669,1.0,1.0
181,20,85,75,5,0.7274115650090753,0.14584574481777582,0.8658165404543287,0.2800292043634472,0.38658559080798843
182,13,150,124,13,0.8282923716035706,0.10901828235122968,0.7949054218041149,0.3141128605471146,0.4872510556754396
184,8,60,56,2,0.9875039125092046,0.2853756687616159,0.7427024164474411,0.5426732523141747,0.6947706095762025
185,11,8,8,0,0.9838723606807993,0.9721823910125961,0.9721823910125961,1.0,1.0
187,14,25,25,0,0.8484318217991489,0.7352337209947681,0.7352337209947681,0.9999999999999999,0.9999999999999999
190,12,89,77,6,0.5311303476847659,0.1028478597062266,0.9170078249711034,0.185840034735123,0.26365922092809774
192,23,15,15,0,0.9436723663495923,0.898931256936619,0.898931256936619,1.0,1.0
194,6,127,95,16,0.005958943571373579,0.0016437522222997266,0.999217261276541,0.002426490945758831,0.003617807713295724
195,4,71,65,3,0.9485241147287446,0.23087624275167018,0.7692717197681644,0.46160452298350574,0.7293391129749752
197,3,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
199,17,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
200,15,5,5,0,0.9937069130460606,0.9900050501855918,0.9900050501855918,1.0,1.0
201,5,201,175,13,0.13396165184852743,0.015074191394679283,0.02896887062511517,0.9861053207695643,0.05096571548550972
201,25,193,145,24,0.3038636181889104,0.033240477101003044,0.9538325479363419,0.07940792916466076,0.14942845214677036
208,18,28,26,1,0.6070970176603967,0.270877384306342,0.9487874519089863,0.3220899323973556,0.3220899323973556
209,22,6,6,0,0.990932381241065,0.9850301504359155,0.9850301504359155,1.0,1.0
212,23,46,44,1,0.9982547231968283,0.3844137123126233,0.722400647775896,0.6620130645367274,1.0
213,17,12,12,0,0.9637919717306709,0.9354109605016077,0.9354109605016077,1.0000000000000002,1.0000000000000002
217,6,173,143,15,0.9999384341171583,0.12386120510086442,0.5838064849213763,0.540054720179488,1.0
219,5,149,131,9,0.7600137850337985,0.11457468709311412,0.3009316261655223,0.8136430609275915,0.5961479844384235
221,5,242,174,34,0.516063368691837,0.048019963403939055,0.9014283446218488,0.14659161878209054,0.2719203909741103
226,18,418,256,81,0.5046480593023296,0.038072368665764696,0.14550012507139304,0.8925722435943716,0.2703296483861224
227,14,432,256,88,0.6258443311851876,0.04655403197589183,0.1963043489819237,0.8502496829939677,0.362708130913299
228,4,61,61,0,0.3481788646985127,0.14238901530913242,0.14238901530913242,1.0,0.2438431485450642
232,7,30,30,0,0.7873103637293946,0.6387184860920567,0.6387184860920567,1.0,1.0
234,10,26,24,1,0.5049161737534784,0.24507790699825605,0.9614594813008506,0.2836184256974055,0.2836184256974055
239,8,8,8,0,0.9838723606807993,0.9721823910125961,0.9721823910125961,1.0,1.0
242,4,4,4,0,0.9959759253458835,0.9939970060331144,0.9939970060331144,1.0,1.0
242,9,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
242,13,19,17,1,0.14469998026886585,0.1490220301194943,0.989122831494889,0.1598991986246053,0.1598991986246053
243,10,6,6,0,0.990932381241065,0.9850301504359155,0.9850301504359155,1.0,1.0
245,10,221,183,19,0.3710819876407312,0.04066500985249072,0.10262603550254457,0.938038974349946,0.19365744902517718
247,3,129,111,9,0.9640875013851016,0.14667606569553399,0.6987134647092306,0.4479626009863034,0.8414563385971157
247,26,129,111,9,0.9640875013851016,0.14667606569553399,0.6987134647092306,0.4479626009863034,0.8414563385971157
248,12,22,22,0,0.8811697514407855,0.7897060010396019,0.7897060010396019,1.0000000000000002,1.0000000000000002
249,15,71,69,1,0.5877792169095553,0.19889998688454483,0.2677345899914698,0.9311653968930746,0.4984628702233054
250,13,302,208,47,0.9569697641930441,0.07993521141942339,0.6663481596247021,0.41358705179472127,0.7511252120206136
255,11,6,6,0,0.990932381241065,0.9850301504359155,0.9850301504359155,1.0,1.0
257,2,265,201,32,0.774637840359969,0.07314370755800505,0.283608334756464,0.7895353728015408,0.56567422995834
259,11,58,54,2,0.966691040956652,0.2797423605536664,0.7752727836803186,0.5044695768733478,0.6773880309459015
259,25,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
263,10,19,19,0,0.910483249491586,0.8401008013753947,0.8401008013753947,1.0,1.0
267,2,4,4,0,0.9959759253458835,0.9939970060331144,0.9939970060331144,1.0,1.0
267,11,5,5,0,0.9937069130460606,0.9900050501855918,0.9900050501855918,1.0,1.0
267,17,10,10,0,0.9748149691105003,0.9555843094369278,0.9555843094369278,1.0,1.0
269,12,17,17,0,0.9279563430711413,0.8708477704316865,0.8708477704316865,1.0,1.0
269,23,56,56,0,0.4148758639714839,0.19564932034316937,0.19564932034316937,1.0,0.3899082040415013
271,5,56,54,1,0.8909692187821482,0.33853927340278744,0.5341885937459568,0.8043506796568306,1.0
273,16,8,8,0,0.9838723606807993,0.9721823910125961,0.9721823910125961,1.0,1.0
282,25,3,3,0,0.9977389989283943,0.996996996996997,0.996996996996997,1.0,1.0
285,1,44,42,1,0.9994214336717241,0.3848308564303088,0.7566441786050468,0.628186677825262,1.0
285,3,44,42,1,0.9994214336717241,0.3848308564303088,0.7566441786050468,0.628186677825262,1.0
287,5,371,235,68,0.9877135524043646,0.07574161086752912,0.4852759137759256,0.5904656970916039,0.9237843803688074
288,3,167,147,10,0.4475311560730235,0.06207458148731982,0.13720950782546168,0.924865073661858,0.25999975214293614
288,20,105,87,9,0.25227856017236777,0.04564587567436054,0.9663468339233808,0.07929904175097986,0.09680929038396426
290,12,10,10,0,0.9748149691105003,0.9555843094369278,0.9555843094369278,1.0,1.0
292,9,167,145,11,0.6388900800779146,0.0880182787976254,0.2252277866230871,0.8627904921745382,0.4221314239343162
292,13,329,223,53,0.9745665863814923,0.07923632638718796,0.4604004606602114,0.6188358657269771,0.9192865519727551
293,10,409,247,81,0.8875145981200143,0.06625152039554992,0.3546123704483488,0.7116391499472012,0.6449573379814365
293,24,151,135,8,0.4948084642103062,0.07526390186364403,0.16054501757168835,0.9147188842919557,0.2957762830608105
296,14,164,140,12,0.89445418068192,0.12099349550276048,0.3958748963781781,0.7251185991245827,0.7451125666117198
298,24,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
300,9,255,187,34,0.9405329938605613,0.08662918084999241,0.6906871593358517,0.3959420215141408,0.7244397787499264
300,12,5,5,0,0.9937069130460606,0.9900050501855918,0.9900050501855918,1.0,1.0
301,24,269,201,34,0.8842967770761879,0.08189521525887429,0.362085255304168,0.7198099599547065,0.7328019680775915
302,8,28,28,0,0.8126499518746093,0.6779100676026443,0.6779100676026443,0.9999999999999997,0.9999999999999997
304,3,7,7,0,0.9876535331294505,0.9790842943970669,0.9790842943970669,1.0,1.0
305,17,112,102,5,0.8491043116465856,0.16436438401910922,0.38860417560517174,0.7757602084139376,0.8209304268015162
307,24,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
308,7,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
308,22,95,89,3,0.7338212263647759,0.1729395966793342,0.3228209386812688,0.8501186579980655,0.6041675202356005
308,24,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
311,22,14,14,0,0.9508477162390294,0.9118788264809736,0.9118788264809736,0.9999999999999999,0.9999999999999999
312,11,3,3,0,0.9977389989283943,0.996996996996997,0.996996996996997,1.0,1.0
313,24,17,17,0,0.9279563430711413,0.8708477704316865,0.8708477704316865,1.0,1.0
316,7,354,222,66,0.8076951891504327,0.06176876740445803,0.7809165677323285,0.2808521996721292,0.5572158570438733
317,25,21,21,0,0.8913389087836135,0.807016884152161,0.807016884152161,0.9999999999999999,0.9999999999999999
319,17,67,65,1,0.6727723842616469,0.23799545539578396,0.3314283162205422,0.9065671391752418,0.7154996855038905
320,12,55,55,0,0.4287673589688221,0.2077400086789832,0.2077400086789832,1.0000000000000002,0.3876141590396323
321,7,210,174,18,0.5510331967063207,0.06275248156371632,0.17510950405402717,0.887642977509689,0.34478062743719295
321,26,55,55,0,0.4287673589688221,0.2077400086789832,0.2077400086789832,1.0000000000000002,0.3876141590396323
323,14,432,264,84,0.23688119249240958,0.017924935450419288,0.056389095463539936,0.961535839986879,0.10119793516476845
326,11,193,163,15,0.5818486230312099,0.07094477129556856,0.19161765870599987,0.8793271125895685,0.3879968115953821
330,5,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
331,18,19,19,0,0.910483249491586,0.8401008013753947,0.8401008013753947,1.0,1.0
332,3,10,10,0,0.9748149691105003,0.9555843094369278,0.9555843094369278,1.0,1.0
333,7,324,206,59,0.4131328907539491,0.03249922692493897,0.9266380363617541,0.10586119056318473,0.18508831283998112
333,8,173,149,12,0.6509396457871583,0.08683376973960602,0.2299131483552688,0.8569206213843372,0.43484639357106125
335,9,12,12,0,0.9637919717306709,0.9354109605016077,0.9354109605016077,1.0000000000000002,1.0000000000000002
336,15,109,93,8,0.6378245534601288,0.10536018567093637,0.8831949886050924,0.22216519706584406,0.3531995330181695
341,20,15,15,0,0.9436723663495923,0.898931256936619,0.898931256936619,1.0,1.0
343,4,9,9,0,0.9795916474111371,0.9643422104399139,0.9643422104399139,1.0,1.0
343,6,23,23,0,0.8706197127646045,0.7719416533679544,0.7719416533679544,0.9999999999999999,0.9999999999999999
344,8,193,155,19,0.9942044233755392,0.11245114029547555,0.6144049971211463,0.49804614317432905,0.8862449186689243
352,22,121,111,5,0.6212582377423046,0.11638296595114749,0.2338426377677913,0.8825403281833561,0.40534711284516584
354,25,5,5,0,0.9937069130460606,0.9900050501855918,0.9900050501855918,1.0,1.0
355,13,6,6,0,0.990932381241065,0.9850301504359155,0.9850301504359155,1.0,1.0
355,15,12,12,0,0.9637919717306709,0.9354109605016077,0.9354109605016077,1.0000000000000002,1.0000000000000002
360,13,13,13,0,0.9575567428969232,0.9240496937748675,0.9240496937748675,0.9999999999999999,0.9999999999999999
361,22,31,31,0,0.7742442225927959,0.6189643061098282,0.6189643061098282,1.0,1.0
364,19,31,31,0,0.7742442225927959,0.6189643061098282,0.6189643061098282,1.0,1.0
366,2,91,81,5,0.8976594107480869,0.1758617563941121,0.7845867607977682,0.3912749955963437,0.5880437368497606
368,18,22,22,0,0.8811697514407855,0.7897060010396019,0.7897060010396019,1.0000000000000002,1.0000000000000002
371,4,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
371,16,23,19,2,0.0025672565677917637,0.022390866193647534,0.998622517785548,0.023768348408099528,0.023768348408099528
374,17,57,53,2,0.9523686993649085,0.27595971491890353,0.7907827146354637,0.4851770002834399,0.6692200050130312
377,14,39,39,0,0.6624968876445397,0.46260734327863007,0.46260734327863007,1.0,1.0
378,11,197,157,20,0.9859289523830976,0.10937390372030101,0.6360332907086387,0.47334061301166264,0.8875001324682515
380,10,14,14,0,0.9508477162390294,0.9118788264809736,0.9118788264809736,0.9999999999999999,0.9999999999999999
385,14,41,41,0,0.6332107832361471,0.4253404145667113,0.4253404145667113,1.0,1.0
392,21,89,79,5,0.8484249418861403,0.16704014604672443,0.8141599652648769,0.35288018078184746,0.5762884100278209
395,1,3,3,0,0.9977389989283943,0.996996996996997,0.996996996996997,1.0,1.0
395,11,2,2,0,0.9989964918193617,0.998998998998999,0.998998998998999,1.0,1.0
