allele_count,chi_pr_values,chrom,fisher_p_n_homo_geq,fisher_p_n_homo_leq,fisher_p_two_sided,fisher_pr_values,num_heterozygotes,num_homozygotes,pos
31,0.0,44,0,0,0,0,19,6,10
36,0.0,44,0,0,0,0,24,6,11
64,0.0,44,0,0,0,0,24,20,19
64,0.0,44,0,0,0,0,24,20,21
20,0.0,44,0,0,0,0,18,1,24
2,,45,0,0,0,0,2,0,1
47,0.0,45,0,0,0,0,25,11,6
11,0.0,45,0,0,0,0,9,1,10
11,0.0,45,0,0,0,0,9,1,18
40,0.0,45,0,0,0,0,22,9,21
10,,46,0,0,0,0,10,0,1
2,,46,0,0,0,0,2,0,1
26,0.0,46,0,0,0,0,20,3,20
22,0.0,47,0,0,0,0,16,3,6
22,0.0,47,0,0,0,0,16,3,13
75,0.0,47,0,0,0,0,17,29,22
2,,48,0,0,0,0,2,0,16
2,,48,0,0,0,0,2,0,26
2,,49,0,0,0,0,2,0,3
4,,49,0,0,0,0,4,0,14
2,,50,0,0,0,0,2,0,2
4,,50,0,0,0,0,4,0,5
43,0.0,50,0,0,0,0,29,7,6
11,0.0,50,0,0,0,0,9,1,8
4,,50,0,0,0,0,4,0,9
89,0.0,50,0,0,0,0,9,40,20
3,,50,0,0,0,0,3,0,20
8,,51,0,0,0,0,8,0,15
3,,51,0,0,0,0,3,0,25
7,,52,0,0,0,0,7,0,4
16,0.0,52,0,0,0,0,14,1,5
6,0.0,52,0,0,0,0,4,1,5
6,,52,0,0,0,0,6,0,8
3,,52,0,0,0,0,3,0,10
3,,52,0,0,0,0,3,0,12
2,,52,0,0,0,0,2,0,19
2,,53,0,0,0,0,2,0,4
7,0.0,53,0,0,0,0,3,2,17
94,,54,0,0,0,0,6,44,11
11,,54,0,0,0,0,11,0,17
92,0.0,55,0,0,0,0,6,43,10
8,0.0,55,0,0,0,0,6,1,17
31,0.0,55,0,0,0,0,19,6,21
8,0.0,55,0,0,0,0,6,1,22
3,,56,0,0,0,0,3,0,4
95,,56,0,0,0,0,5,45,6
5,,56,0,0,0,0,5,0,20
14,,56,0,0,0,0,14,0,23
7,0.0,56,0,0,0,0,5,1,24
73,0.0,57,0,0,0,0,25,24,1
27,0.0,57,0,0,0,0,21,3,22
72,0.0,57,0,0,0,0,24,24,25
29,0.0,58,0,0,0,0,15,7,4
9,0.0,59,0,0,0,0,7,1,8
60,0.0,59,0,0,0,0,24,18,21
2,,59,0,0,0,0,2,0,22
20,0.0,59,0,0,0,0,14,3,26
28,0.0,60,0,0,0,0,20,4,4
56,0.0,60,0,0,0,0,32,12,8
28,0.0,60,0,0,0,0,20,4,8
28,0.0,60,0,0,0,0,20,4,14
56,0.0,60,0,0,0,0,32,12,20
28,0.0,60,0,0,0,0,20,4,21
5,,60,0,0,0,0,5,0,22
4,,60,0,0,0,0,4,0,26
22,0.0,61,0,0,0,0,14,4,15
2,,61,0,0,0,0,2,0,20
29,0.0,61,0,0,0,0,23,3,23
22,0.0,61,0,0,0,0,14,4,26
62,0.0,62,0,0,0,0,30,16,1
15,,62,0,0,0,0,15,0,2
62,0.0,62,0,0,0,0,30,16,2
62,0.0,62,0,0,0,0,30,16,4
37,0.0,62,0,0,0,0,25,6,6
5,,62,0,0,0,0,5,0,21
4,,63,0,0,0,0,4,0,6
2,,63,0,0,0,0,2,0,21
60,0.0,64,0,0,0,0,24,18,5
60,0.0,64,0,0,0,0,24,18,7
8,0.0,64,0,0,0,0,6,1,11
40,0.0,64,0,0,0,0,24,8,12
23,0.0,64,0,0,0,0,19,2,16
4,,64,0,0,0,0,4,0,23
60,0.0,64,0,0,0,0,24,18,26
81,0.0,65,0,0,0,0,15,33,2
58,0.0,65,0,0,0,0,18,20,18
19,0.0,65,0,0,0,0,15,2,23
19,0.0,65,0,0,0,0,15,2,25
6,0.0,66,0,0,0,0,4,1,22
3,,66,0,0,0,0,3,0,26
24,0.0,67,0,0,0,0,18,3,10
24,0.0,67,0,0,0,0,18,3,16
68,0.0,68,0,0,0,0,26,21,1
2,,68,0,0,0,0,2,0,22
32,0.0,68,0,0,0,0,22,5,26
3,,69,0,0,0,0,3,0,3
13,,69,0,0,0,0,13,0,13
56,0.0,69,0,0,0,0,30,13,20
44,0.0,69,0,0,0,0,30,7,23
33,0.0,70,0,0,0,0,27,3,6
67,0.0,70,0,0,0,0,27,20,12
33,0.0,70,0,0,0,0,27,3,16
34,0.0,71,0,0,0,0,26,4,3
34,0.0,71,0,0,0,0,26,4,3
34,0.0,71,0,0,0,0,26,4,7
34,0.0,71,0,0,0,0,26,4,9
6,,71,0,0,0,0,6,0,11
34,0.0,71,0,0,0,0,26,4,15
66,0.0,71,0,0,0,0,26,20,15
27,0.0,71,0,0,0,0,21,3,17
34,0.0,71,0,0,0,0,26,4,20
12,,73,0,0,0,0,12,0,1
99,,73,1,1,1,1,1,49,3
13,0.0,73,0,0,0,0,11,1,5
13,0.0,73,0,0,0,0,11,1,9
11,,73,0,0,0,0,11,0,22
97,,74,0,0,0,0,3,47,4
12,0.0,74,0,0,0,0,10,1,7
3,,74,0,0,0,0,3,0,14
4,,75,0,0,0,0,4,0,10
42,0.0,75,0,0,0,0,28,7,17
57,0.0,76,0,0,0,0,21,18,3
4,,76,0,0,0,0,4,0,16
3,,76,0,0,0,0,3,0,21
4,,76,0,0,0,0,4,0,24
6,,77,0,0,0,0,6,0,20
20,0.0,78,0,0,0,0,16,2,4
41,0.0,78,0,0,0,0,25,8,5
22,0.0,78,0,0,0,0,20,1,13
2,,78,0,0,0,0,2,0,21
8,,79,0,0,0,0,8,0,6
3,,79,0,0,0,0,3,0,10
3,,79,0,0,0,0,3,0,13
9,0.0,79,0,0,0,0,7,1,14
8,,79,0,0,0,0,8,0,16
32,0.0,79,0,0,0,0,16,8,22
48,0.0,80,0,0,0,0,22,13,16
15,0.0,80,0,0,0,0,11,2,22
8,,80,0,0,0,0,8,0,23
3,,81,0,0,0,0,3,0,9
19,0.0,81,0,0,0,0,15,2,13
2,,82,0,0,0,0,2,0,5
12,0.0,82,0,0,0,0,10,1,9
5,,82,0,0,0,0,5,0,14
12,0.0,82,0,0,0,0,10,1,18
6,0.0,82,0,0,0,0,4,1,25
2,,82,0,0,0,0,2,0,26
2,,84,0,0,0,0,2,0,11
21,0.0,84,0,0,0,0,17,2,15
6,,84,0,0,0,0,6,0,19
3,,85,0,0,0,0,3,0,17
3,,85,0,0,0,0,3,0,17
2,,85,0,0,0,0,2,0,21
26,0.0,86,0,0,0,0,20,3,11
66,0.0,86,0,0,0,0,24,21,14
66,0.0,86,0,0,0,0,24,21,16
36,0.0,87,0,0,0,0,26,5,2
46,0.0,87,0,0,0,0,22,12,6
7,,87,0,0,0,0,7,0,11
7,,87,0,0,0,0,7,0,25
6,0.0,88,0,0,0,0,4,1,2
7,,88,0,0,0,0,7,0,4
12,0.0,88,0,0,0,0,10,1,11
15,0.0,88,0,0,0,0,11,2,16
15,0.0,88,0,0,0,0,11,2,18
6,,89,0,0,0,0,6,0,4
3,,90,0,0,0,0,3,0,4
8,,90,0,0,0,0,8,0,9
66,0.0,90,0,0,0,0,22,22,10
66,0.0,90,0,0,0,0,22,22,13
14,0.0,90,0,0,0,0,12,1,13
66,0.0,90,0,0,0,0,22,22,16
66,0.0,90,0,0,0,0,22,22,24
78,0.0,91,0,0,0,0,18,30,1
78,0.0,91,0,0,0,0,18,30,13
8,0.0,91,0,0,0,0,6,1,15
5,,91,0,0,0,0,5,0,19
2,,91,0,0,0,0,2,0,21
23,0.0,92,0,0,0,0,15,4,1
5,,92,0,0,0,0,5,0,1
2,,92,0,0,0,0,2,0,6
3,0.0,92,0,0,0,0,1,1,25
8,0.0,93,0,0,0,0,6,1,14
14,,94,0,0,0,0,14,0,11
14,,94,0,0,0,0,14,0,14
2,,94,0,0,0,0,2,0,14
2,,94,0,0,0,0,2,0,20
6,,94,0,0,0,0,6,0,26
3,,95,0,0,0,0,3,0,12
18,0.0,95,0,0,0,0,12,3,15
51,0.0,95,0,0,0,0,21,15,22
14,0.0,96,0,0,0,0,12,1,4
66,0.0,96,0,0,0,0,28,19,6
4,,96,0,0,0,0,4,0,8
3,,96,0,0,0,0,3,0,14
8,,96,0,0,0,0,8,0,15
8,0.0,97,0,0,0,0,6,1,2
2,,97,0,0,0,0,2,0,26
2,,98,0,0,0,0,2,0,1
55,0.0,98,0,0,0,0,25,15,10
55,0.0,98,0,0,0,0,25,15,19
15,,99,0,0,0,0,15,0,10
3,,99,0,0,0,0,3,0,16
77,0.0,99,0,0,0,0,21,28,21
77,0.0,99,0,0,0,0,21,28,24
53,0.0,100,0,0,0,0,25,14,6
6,,100,0,0,0,0,6,0,10
53,0.0,100,0,0,0,0,25,14,11
47,0.0,100,0,0,0,0,25,11,11
11,,100,0,0,0,0,11,0,13
10,,100,0,0,0,0,10,0,13
53,0.0,100,0,0,0,0,25,14,18
15,,101,0,0,0,0,15,0,5
2,,101,0,0,0,0,2,0,9
3,,102,0,0,0,0,3,0,3
8,,102,0,0,0,0,8,0,23
4,,103,0,0,0,0,4,0,10
8,,103,0,0,0,0,8,0,13
40,0.0,103,0,0,0,0,32,4,19
6,,103,0,0,0,0,6,0,24
3,,104,0,0,0,0,3,0,3
4,,104,0,0,0,0,4,0,17
4,,104,0,0,0,0,4,0,17
96,,104,0,0,0,0,4,46,19
29,0.0,104,0,0,0,0,19,5,25
33,0.0,105,0,0,0,0,25,4,6
5,,105,0,0,0,0,5,0,15
3,,105,0,0,0,0,3,0,22
17,,106,0,0,0,0,17,0,3
76,0.0,106,0,0,0,0,22,27,8
24,0.0,106,0,0,0,0,22,1,11
17,,106,0,0,0,0,17,0,11
4,,106,0,0,0,0,4,0,14
17,,106,0,0,0,0,17,0,19
2,,107,0,0,0,0,2,0,8
23,0.0,107,0,0,0,0,19,2,22
47,0.0,109,0,0,0,0,27,10,2
86,,109,0,0,0,0,14,36,6
2,,109,0,0,0,0,2,0,7
2,,109,0,0,0,0,2,0,8
2,,109,0,0,0,0,2,0,9
18,0.0,109,0,0,0,0,16,1,10
2,,109,0,0,0,0,2,0,12
86,,109,0,0,0,0,14,36,14
14,,109,0,0,0,0,14,0,14
4,,109,0,0,0,0,4,0,16
29,0.0,109,0,0,0,0,19,5,18
18,0.0,109,0,0,0,0,16,1,21
2,,109,0,0,0,0,2,0,21
4,,109,0,0,0,0,4,0,22
11,0.0,110,0,0,0,0,7,2,3
18,0.0,110,0,0,0,0,14,2,13
98,,110,0,0,0,0,2,48,17
27,0.0,110,0,0,0,0,17,5,18
5,,110,0,0,0,0,5,0,19
3,,111,0,0,0,0,3,0,16
3,,111,0,0,0,0,3,0,19
3,,111,0,0,0,0,3,0,23
3,,111,0,0,0,0,3,0,25
19,0.0,112,0,0,0,0,11,4,5
19,0.0,112,0,0,0,0,11,4,10
19,0.0,112,0,0,0,0,11,4,10
8,,113,0,0,0,0,8,0,7
79,0.0,113,0,0,0,0,15,32,9
5,,113,0,0,0,0,5,0,9
3,,114,0,0,0,0,3,0,7
2,,114,0,0,0,0,2,0,20
4,,115,0,0,0,0,4,0,6
26,0.0,115,0,0,0,0,20,3,19
12,0.0,116,0,0,0,0,8,2,7
3,,116,0,0,0,0,3,0,9
3,,116,0,0,0,0,3,0,13
12,0.0,116,0,0,0,0,8,2,19
19,0.0,116,0,0,0,0,13,3,24
11,0.0,117,0,0,0,0,9,1,3
2,,117,0,0,0,0,2,0,5
5,,117,0,0,0,0,5,0,15
15,0.0,117,0,0,0,0,13,1,19
5,,117,0,0,0,0,5,0,25
27,0.0,118,0,0,0,0,23,2,6
12,,118,0,0,0,0,12,0,9
27,0.0,118,0,0,0,0,23,2,16
27,0.0,118,0,0,0,0,23,2,19
27,0.0,118,0,0,0,0,23,2,20
4,,119,0,0,0,0,4,0,2
2,,119,0,0,0,0,2,0,6
2,,119,0,0,0,0,2,0,11
97,,119,0,0,0,0,3,47,21
28,0.0,120,0,0,0,0,18,5,1
39,0.0,120,0,0,0,0,19,10,2
9,0.0,120,0,0,0,0,7,1,2
3,,120,0,0,0,0,3,0,4
4,,120,0,0,0,0,4,0,13
24,0.0,120,0,0,0,0,12,6,14
4,,120,0,0,0,0,4,0,15
39,0.0,120,0,0,0,0,19,10,16
3,,120,0,0,0,0,3,0,17
39,0.0,120,0,0,0,0,19,10,19
61,0.0,120,0,0,0,0,19,21,21
28,0.0,120,0,0,0,0,14,7,21
10,0.0,121,0,0,0,0,8,1,21
83,0.0,121,0,0,0,0,15,34,23
27,0.0,122,0,0,0,0,17,5,3
6,0.0,122,0,0,0,0,4,1,3
27,0.0,122,0,0,0,0,17,5,13
27,0.0,122,0,0,0,0,17,5,14
6,,122,0,0,0,0,6,0,14
12,,122,0,0,0,0,12,0,19
73,0.0,122,0,0,0,0,17,28,24
54,0.0,123,0,0,0,0,26,14,6
10,,123,0,0,0,0,10,0,13
9,,123,0,0,0,0,9,0,18
10,,123,0,0,0,0,10,0,22
23,0.0,123,0,0,0,0,13,5,22
3,,123,0,0,0,0,3,0,22
33,0.0,124,0,0,0,0,29,2,7
3,,124,0,0,0,0,3,0,12
4,,124,0,0,0,0,4,0,16
53,0.0,124,0,0,0,0,25,14,23
53,0.0,124,0,0,0,0,25,14,26
13,,125,0,0,0,0,13,0,5
2,,125,0,0,0,0,2,0,10
4,,125,0,0,0,0,4,0,14
77,0.0,125,0,0,0,0,15,31,18
77,0.0,125,0,0,0,0,15,31,21
23,0.0,125,0,0,0,0,15,4,26
45,0.0,126,0,0,0,0,31,7,3
98,,126,0,0,0,0,2,48,10
98,,126,0,0,0,0,2,48,11
98,,126,0,0,0,0,2,48,12
2,,126,0,0,0,0,2,0,21
11,0.0,126,0,0,0,0,9,1,25
2,,126,0,0,0,0,2,0,26
32,0.0,128,0,0,0,0,24,4,7
16,0.0,128,0,0,0,0,14,1,14
99,,128,1,1,1,1,1,49,20
99,,128,1,1,1,1,1,49,24
99,,128,1,1,1,1,1,49,25
6,,129,0,0,0,0,6,0,19
33,0.0,130,0,0,0,0,21,6,1
3,,130,0,0,0,0,3,0,2
6,,130,0,0,0,0,6,0,6
9,0.0,130,0,0,0,0,7,1,18
67,0.0,130,0,0,0,0,21,23,19
7,0.0,130,0,0,0,0,3,2,22
9,0.0,130,0,0,0,0,7,1,24
58,0.0,131,0,0,0,0,26,16,10
56,0.0,132,0,0,0,0,26,15,12
2,,132,0,0,0,0,2,0,12
4,,132,0,0,0,0,4,0,17
17,0.0,132,0,0,0,0,15,1,18
2,,132,0,0,0,0,2,0,18
8,,132,0,0,0,0,8,0,21
37,0.0,132,0,0,0,0,29,4,23
5,,132,0,0,0,0,5,0,24
2,,133,0,0,0,0,2,0,17
13,,134,0,0,0,0,13,0,7
54,0.0,134,0,0,0,0,30,12,10
2,,134,0,0,0,0,2,0,20
2,,134,0,0,0,0,2,0,25
4,,135,0,0,0,0,4,0,6
10,,135,0,0,0,0,10,0,9
39,0.0,136,0,0,0,0,25,7,4
46,0.0,136,0,0,0,0,30,8,12
61,0.0,136,0,0,0,0,25,18,16
15,,136,0,0,0,0,15,0,24
3,,137,0,0,0,0,3,0,8
4,,137,0,0,0,0,4,0,14
3,,137,0,0,0,0,3,0,15
24,0.0,137,0,0,0,0,20,2,20
47,0.0,137,0,0,0,0,21,13,24
2,,137,0,0,0,0,2,0,24
9,,138,0,0,0,0,9,0,6
31,0.0,138,0,0,0,0,27,2,7
2,,138,0,0,0,0,2,0,9
8,0.0,138,0,0,0,0,4,2,12
8,0.0,138,0,0,0,0,4,2,12
46,0.0,138,0,0,0,0,24,11,16
46,0.0,138,0,0,0,0,24,11,18
7,,139,0,0,0,0,7,0,3
7,,139,0,0,0,0,7,0,3
5,,139,0,0,0,0,5,0,3
7,,139,0,0,0,0,7,0,10
4,,139,0,0,0,0,4,0,16
4,,139,0,0,0,0,4,0,25
3,,139,0,0,0,0,3,0,25
67,0.0,140,0,0,0,0,19,24,2
48,0.0,140,0,0,0,0,24,12,21
10,,140,0,0,0,0,10,0,25
2,,141,0,0,0,0,2,0,2
29,0.0,141,0,0,0,0,25,2,9
5,0.0,141,0,0,0,0,3,1,9
8,,141,0,0,0,0,8,0,10
7,0.0,141,0,0,0,0,5,1,16
4,,142,0,0,0,0,4,0,11
6,0.0,142,0,0,0,0,4,1,11
6,0.0,142,0,0,0,0,4,1,15
9,,142,0,0,0,0,9,0,18
96,,142,0,0,0,0,4,46,21
27,0.0,142,0,0,0,0,17,5,21
81,,143,0,0,0,0,19,31,2
9,,143,0,0,0,0,9,0,4
10,,143,0,0,0,0,10,0,15
64,0.0,143,0,0,0,0,26,19,16
4,,143,0,0,0,0,4,0,22
19,,143,0,0,0,0,19,0,23
2,,144,0,0,0,0,2,0,2
6,,144,0,0,0,0,6,0,9
9,,144,0,0,0,0,9,0,25
4,,145,0,0,0,0,4,0,1
12,,145,0,0,0,0,12,0,6
4,,145,0,0,0,0,4,0,17
8,,145,0,0,0,0,8,0,24
17,,146,0,0,0,0,17,0,9
14,,146,0,0,0,0,14,0,12
6,,146,0,0,0,0,6,0,13
4,,146,0,0,0,0,4,0,18
3,,147,0,0,0,0,3,0,2
10,,147,0,0,0,0,10,0,7
2,,147,0,0,0,0,2,0,8
3,,147,0,0,0,0,3,0,12
3,,147,0,0,0,0,3,0,14
38,0.0,147,0,0,0,0,22,8,16
3,,147,0,0,0,0,3,0,21
22,0.0,147,0,0,0,0,18,2,23
38,0.0,147,0,0,0,0,22,8,26
14,0.0,148,0,0,0,0,12,1,7
20,0.0,148,0,0,0,0,14,3,7
14,0.0,148,0,0,0,0,12,1,10
20,0.0,148,0,0,0,0,14,3,13
14,0.0,148,0,0,0,0,12,1,15
47,0.0,148,0,0,0,0,21,13,17
7,,149,0,0,0,0,7,0,11
57,0.0,149,0,0,0,0,25,16,12
2,,150,0,0,0,0,2,0,12
2,,150,0,0,0,0,2,0,12
21,0.0,150,0,0,0,0,15,3,17
22,0.0,151,0,0,0,0,20,1,1
78,0.0,151,0,0,0,0,20,29,9
40,0.0,151,0,0,0,0,14,13,15
78,0.0,151,0,0,0,0,20,29,16
78,0.0,151,0,0,0,0,20,29,23
2,,151,0,0,0,0,2,0,23
78,0.0,151,0,0,0,0,20,29,25
61,0.0,152,0,0,0,0,29,16,1
15,,152,0,0,0,0,15,0,3
7,,152,0,0,0,0,7,0,3
10,,152,0,0,0,0,10,0,5
3,,152,0,0,0,0,3,0,6
10,,152,0,0,0,0,10,0,15
8,,152,0,0,0,0,8,0,16
61,0.0,152,0,0,0,0,29,16,23
39,0.0,152,0,0,0,0,29,5,25
39,0.0,152,0,0,0,0,29,5,26
13,,153,0,0,0,0,13,0,1
6,,153,0,0,0,0,6,0,4
94,,153,0,0,0,0,6,44,7
94,,153,0,0,0,0,6,44,9
87,0.0,153,0,0,0,0,11,38,19
33,0.0,153,0,0,0,0,21,6,21
8,0.0,154,0,0,0,0,4,2,4
60,0.0,154,0,0,0,0,20,20,10
60,0.0,154,0,0,0,0,20,20,15
8,0.0,154,0,0,0,0,4,2,19
27,0.0,154,0,0,0,0,19,4,19
6,,154,0,0,0,0,6,0,26
16,0.0,154,0,0,0,0,12,2,26
7,,155,0,0,0,0,7,0,11
16,0.0,155,0,0,0,0,12,2,14
67,0.0,156,0,0,0,0,23,22,2
4,,156,0,0,0,0,4,0,23
67,0.0,156,0,0,0,0,23,22,24
32,0.0,156,0,0,0,0,22,5,25
4,,157,0,0,0,0,4,0,12
4,,157,0,0,0,0,4,0,18
24,0.0,157,0,0,0,0,20,2,22
14,0.0,157,0,0,0,0,10,2,26
52,0.0,158,0,0,0,0,26,13,8
15,,158,0,0,0,0,15,0,10
2,,158,0,0,0,0,2,0,17
