chrom,pos,allele_count,num_heterozygotes,num_homozygotes,chi_pr_values,fisher_pr_values,fisher_p_n_homo_leq,fisher_p_n_homo_geq,fisher_p_two_sided
182,13,292,250,21,0.9967935423285363,0.10109577562029962,0.5333891503401694,0.5677066252801302,0.9999999999999999
184,1,10,10,0,0.9874534290355311,0.9776461646549068,0.9776461646549068,0.9999999999999999,0.9999999999999999
184,8,86,84,1,0.8082968021161591,0.29583024590012574,0.4439477151196142,0.8518825307805116,1.0
185,11,7,7,0,0.9938508825359385,0.9895210367748775,0.9895210367748775,1.0,1.0
186,12,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
187,14,43,43,0,0.7855325928010027,0.6304389882944557,0.6304389882944557,1.0,1.0
190,12,216,174,21,0.009133075756397635,0.001858058690589167,0.9987246307503816,0.0031334279402074976,0.0044980962720761845
192,23,26,26,0,0.9169149158673642,0.8482302183936231,0.8482302183936231,1.0,1.0
194,6,285,215,35,0.0007245327576489453,0.00014477695659180162,0.9998982778769537,0.00024649907963788023,0.0003877489898664102
195,4,153,141,6,0.9978154925935849,0.1737081599207232,0.6387799418316463,0.534928218089077,0.8248717891314369
197,3,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
199,17,9,9,0,0.9898352698344185,0.9820855266538443,0.9820855266538443,1.0,1.0
200,15,9,9,0,0.9898352698344185,0.9820855266538443,0.9820855266538443,1.0,1.0
201,5,394,322,36,0.8541437316115683,0.06993206903683437,0.33140267288822794,0.7385293961486065,0.618269623984474
201,25,413,303,55,0.05819805178023337,0.004610862359037004,0.9928516761485486,0.011759186210488229,0.020228704787592665
208,18,76,70,3,0.40418504923340903,0.11736621108632339,0.9503423169289977,0.1670238941573257,0.1670238941573257
209,22,17,17,0,0.9639199330844024,0.9337314092786754,0.9337314092786754,1.0,1.0
212,23,76,72,2,0.8907735141425213,0.255395487504746,0.8329761058426743,0.42241938166207166,0.6497649441993414
213,17,18,18,0,0.9595997956776657,0.9257266518617628,0.9257266518617628,1.0,1.0
217,6,371,307,32,0.8805221872730002,0.07543463491155064,0.35484907584376524,0.7205855590677852,0.6760199144542789
219,5,293,257,18,0.6815688411461363,0.07276353564022947,0.2344653289772686,0.8382982066629608,0.4482854815176683
221,5,457,345,56,0.7938760601221858,0.055338695346367685,0.7848911162240556,0.2704475791223119,0.5298263980603469
226,18,892,550,171,0.001690982058076222,9.008949145274125e-05,0.00023233887290013817,0.9998577506185528,0.0004264945513275072
227,14,877,517,180,0.2881738654461977,0.015154127842002586,0.0670146109741665,0.948139516867836,0.12348072480886955
228,4,131,121,5,0.9349835347272479,0.17702584947525754,0.7523437999998055,0.42468204947545224,0.6079584150802094
232,7,44,44,0,0.7764601308542156,0.6165867264157323,0.6165867264157323,1.0000000000000004,1.0000000000000004
234,10,44,42,1,0.7500826887538975,0.30474976133191367,0.921336487747646,0.3834132735842677,0.3834132735842677
237,19,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
239,8,11,11,0,0.9848235826801348,0.972733369857646,0.972733369857646,1.0,1.0
240,17,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
242,4,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
242,9,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
242,13,59,49,5,3.0324016051552424e-05,0.0010251518327410163,0.9998846772273717,0.0011404746053693194,0.0011404746053693194
243,10,16,16,0,0.9680048221116089,0.9413227215492337,0.9413227215492337,0.9999999999999999,0.9999999999999999
245,10,481,375,53,0.7039195935006276,0.05001402074732192,0.23197891969832912,0.8180351010489925,0.4365167758510504
247,3,240,212,14,0.9928516589477636,0.1193725474814099,0.5298462916060759,0.5895262558753342,1.0000000000000002
247,26,240,212,14,0.9928516589477636,0.1193725474814099,0.5298462916060759,0.5895262558753342,1.0000000000000002
248,12,54,54,0,0.6804439268132277,0.47938165929698523,0.47938165929698523,0.9999999999999999,0.9999999999999999
249,15,173,163,5,0.6105382756335522,0.1095374448093273,0.2234077643143366,0.8861296804949907,0.4235527103966727
250,13,564,390,87,0.505781727398074,0.030671914429264254,0.8960666840130872,0.1346052304161769,0.24193457117709474
255,11,9,9,0,0.9898352698344185,0.9820855266538443,0.9820855266538443,1.0,1.0
256,13,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
257,2,553,381,86,0.3201549402357276,0.019631596828544363,0.9449173970140217,0.07471419981452297,0.13332779243680065
259,11,70,68,1,0.9780550355567416,0.37113351210350626,0.6572828286818618,0.7138506834216446,1.0000000000000002
259,25,4,4,0,0.9979939906673919,0.9969992507520661,0.9969992507520661,1.0,1.0
263,10,33,33,0,0.868723138301186,0.7646224860615011,0.7646224860615011,0.9999999999999999,0.9999999999999999
265,20,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
267,2,10,10,0,0.9874534290355311,0.9776461646549068,0.9776461646549068,0.9999999999999999,0.9999999999999999
267,11,20,20,0,0.9502642240019056,0.9085213302945229,0.9085213302945229,1.0,1.0
267,17,24,24,0,0.9288949647724943,0.8696677307437352,0.8696677307437352,0.9999999999999999,0.9999999999999999
269,12,46,46,0,0.7579786842543222,0.5888434034519378,0.5888434034519378,1.0,1.0
269,23,113,111,1,0.429295953959298,0.12443774342981419,0.15936211642781514,0.9650756270019993,0.36353554847968467
271,5,118,114,2,0.7006179476871893,0.18797356036565452,0.3131187957107734,0.8748547646548811,0.5720292648246322
273,16,19,19,0,0.9550469769297613,0.9173194471526248,0.9173194471526248,1.0,1.0
282,25,14,14,0,0.9754595015030865,0.9552238563540852,0.9552238563540852,1.0,1.0
285,1,93,87,3,0.8365194646234391,0.20184566602048468,0.8392348758208663,0.36261079019961867,0.4686861273393374
285,3,93,87,3,0.8365194646234391,0.20184566602048468,0.8392348758208663,0.36261079019961867,0.4686861273393374
285,16,10,10,0,0.9874534290355311,0.9776461646549068,0.9776461646549068,0.9999999999999999,0.9999999999999999
285,21,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
287,5,761,467,147,0.9566295761535398,0.05086835708951278,0.64871673821324,0.4021516188762729,0.7884543011923073
288,3,297,253,22,0.9999146306757707,0.09947780858741845,0.5589287381980673,0.5405490703893515,1.0000000000000002
288,20,178,160,9,0.9152559357255545,0.13357408097127885,0.7452356572913688,0.38833842367991,0.6945673954859313
290,12,11,11,0,0.9848235826801348,0.972733369857646,0.972733369857646,1.0,1.0
292,9,376,284,46,0.08748399021037584,0.007359526701991188,0.9886458241372316,0.01871370256475963,0.029517135226367237
292,13,677,435,121,0.6631646283261963,0.03665554290292299,0.839690231119617,0.19696531178330576,0.3593617862520085
293,10,764,482,141,0.80451021612152,0.043519135781049274,0.2822804560310777,0.7612386797499715,0.546730968766
293,24,276,246,15,0.561100101285914,0.06364033044847482,0.17757941722062096,0.8860609132278536,0.3513734072222943
296,14,372,304,34,0.9922819700061389,0.08306373516103219,0.5038249756797318,0.5792387594813002,0.9999999999999998
298,24,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
300,5,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
300,9,560,394,83,0.7708062394758872,0.04724734948148028,0.7932788787187642,0.25396847076271595,0.4803313453393048
300,12,14,14,0,0.9754595015030865,0.9552238563540852,0.9552238563540852,1.0,1.0
301,24,564,414,75,0.7791018379626704,0.049503801123980076,0.2710151438815318,0.7784886572424481,0.5321121143257678
302,8,68,64,2,0.7187986846421279,0.21558524488739056,0.8986543321910333,0.31693091269635726,0.31693091269635726
304,3,32,32,0,0.8761688601308331,0.7772608742608647,0.7772608742608647,1.0000000000000002,1.0000000000000002
305,17,234,216,9,0.3570068636549391,0.046883467509061354,0.09825174649342655,0.9486317210156346,0.1702568231728689
308,7,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
308,22,204,174,15,0.2839779112044972,0.03734112240295439,0.9569525995793583,0.0803885228235962,0.1186994189112527
308,24,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
311,22,15,15,0,0.9718520782202444,0.9484901534392025,0.9484901534392025,1.0,1.0
312,11,6,6,0,0.9954831099826345,0.9925075187772161,0.9925075187772161,1.0,1.0
313,24,29,29,0,0.8974110804933898,0.8138805035509974,0.8138805035509974,1.0,1.0
314,22,985,491,247,0.8538101425792188,0.0426969169480831,0.7393789754205402,0.3033179415275429,0.5696263147438104
316,7,681,451,115,0.9912724816271915,0.055811015014242134,0.4825339422133433,0.5732770728008995,0.9438820575845207
317,15,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
317,25,48,46,1,0.8488907497740598,0.332093581234482,0.8932375225757256,0.43885605865875643,0.43885605865875643
319,17,147,143,2,0.2870599512654188,0.058319872068487356,0.08046547164390111,0.9778544004245863,0.15931197034488231
320,12,101,101,0,0.24307887388256377,0.06995969970562965,0.06995969970562965,0.9999999999999999,0.17177298284030168
321,7,400,294,53,0.03685436367962659,0.0030813374732749192,0.9956588760969415,0.007422461376332929,0.013136914933612654
321,26,101,99,1,0.5929544075005428,0.19627582417412764,0.2662355238797573,0.9300403002943702,0.5085280672653484
323,14,824,520,152,0.06839861514290936,0.003684946005689132,0.012564515244665717,0.9911204307610234,0.022406190041232874
326,11,431,335,48,0.9583331583324839,0.07046723436131831,0.6590050577283729,0.4114621766329455,0.7790392678472825
326,16,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
328,18,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
330,5,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
331,18,33,33,0,0.868723138301186,0.7646224860615011,0.7646224860615011,0.9999999999999999,0.9999999999999999
332,3,11,11,0,0.9848235826801348,0.972733369857646,0.972733369857646,1.0,1.0
333,7,671,425,123,0.3340663878117052,0.018429493722882346,0.9411876791591753,0.07724181456370686,0.13690108040493362
333,8,346,292,27,0.8109421035495663,0.07411513256871632,0.30512342312321217,0.7689917094455042,0.5810814136468182
335,9,16,16,0,0.9680048221116089,0.9413227215492337,0.9413227215492337,0.9999999999999999,0.9999999999999999
336,15,213,177,18,0.08650279375592598,0.012472874900917013,0.9885063669051488,0.023966507995768015,0.030726965537470737
337,2,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
341,20,20,20,0,0.9502642240019056,0.9085213302945229,0.9085213302945229,1.0,1.0
342,13,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
343,4,7,7,0,0.9938508825359385,0.9895210367748775,0.9895210367748775,1.0,1.0
343,6,33,33,0,0.868723138301186,0.7646224860615011,0.7646224860615011,0.9999999999999999,0.9999999999999999
344,8,348,270,39,0.15846441297844127,0.013787159487088228,0.9775081126839035,0.03627904680318488,0.06087947962820945
347,13,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
348,5,6,6,0,0.9954831099826345,0.9925075187772161,0.9925075187772161,1.0,1.0
352,14,6,6,0,0.9954831099826345,0.9925075187772161,0.9925075187772161,1.0,1.0
352,22,256,230,13,0.631537690573651,0.07660387398301245,0.21390353028089404,0.8627003437021185,0.39649489517895287
354,25,12,12,0,0.9819469841920873,0.9673537484054419,0.9673537484054419,1.0000000000000002,1.0000000000000002
355,13,11,11,0,0.9848235826801348,0.972733369857646,0.972733369857646,1.0,1.0
355,15,33,33,0,0.868723138301186,0.7646224860615011,0.7646224860615011,0.9999999999999999,0.9999999999999999
360,1,4,4,0,0.9979939906673919,0.9969992507520661,0.9969992507520661,1.0,1.0
360,13,32,28,2,0.0021651673603353292,0.022302432924596004,0.9984907548807078,0.023811678043888188,0.023811678043888188
361,22,52,52,0,0.7002722969814618,0.506311755251036,0.506311755251036,1.0,1.0
361,24,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
364,19,48,48,0,0.7390881508661906,0.5611439413412436,0.5611439413412436,1.0,1.0
366,2,202,186,8,0.7454274945692114,0.11238392181659446,0.2905523022213453,0.8218316195952491,0.5998713009465835
368,18,38,32,3,4.436167090353864e-05,0.004038368369408448,0.9997287603934307,0.004309607975977695,0.004309607975977695
371,4,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
371,16,48,46,1,0.8488907497740598,0.332093581234482,0.8932375225757256,0.43885605865875643,0.43885605865875643
374,17,130,122,4,0.9931703597115357,0.20713198505739683,0.5888313741486134,0.6183006109087834,0.9999999999999999
377,14,65,61,2,0.6373619917968983,0.19763135630016068,0.9182521522472697,0.2793792040528908,0.2793792040528908
378,11,400,324,38,0.9248488132162048,0.07424442450367838,0.39368655109525313,0.6805578734084251,0.766979942817461
380,10,20,20,0,0.9502642240019056,0.9085213302945229,0.9085213302945229,1.0,1.0
385,5,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
385,14,72,68,2,0.8140302315189935,0.2372199255454487,0.8682476628307243,0.36897226271472444,0.36897226271472444
392,21,206,180,13,0.7154346284839546,0.09028865156170737,0.8434607171747469,0.24682793438696057,0.39219497640484924
394,8,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
395,1,10,10,0,0.9874534290355311,0.9776461646549068,0.9776461646549068,0.9999999999999999,0.9999999999999999
395,11,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
